state,avg_rainfall_mm,river_level_m,elevation_m,distance_to_river_km,drainage_quality,soil_type,past_flood_events,flood_risk
Anambra,335.1,3.64,318.4,16.48,Poor,Sandy,2,Low
Lagos,68.5,10.98,67.1,24.92,Good,Sandy,4,Low
Jigawa,156.5,4.4,216.7,21.73,Poor,Sandy,3,Low
Anambra,248.9,5.92,204.2,10.48,Poor,Clay,5,Low
Kwara,218.0,3.62,41.9,8.24,Poor,Loamy,4,Medium
Rivers,126.7,5.57,146.6,14.96,Fair,Sandy,2,Low
Rivers,183.5,6.66,35.7,20.46,Fair,Sandy,1,Low
Rivers,341.1,4.6,187.0,11.94,Good,Loamy,1,Low
Rivers,317.7,9.58,337.5,18.47,Fair,Loamy,3,Low
Benue,78.7,5.64,109.5,0.58,Good,Sandy,5,Medium
Rivers,348.9,9.16,306.4,23.15,Good,Loamy,2,Low
Rivers,71.2,3.67,75.0,19.37,Poor,Sandy,3,Medium
Rivers,267.2,5.46,270.1,9.92,Poor,Clay,0,Medium
Delta,154.0,1.58,366.4,9.66,Fair,Loamy,4,Low
Benue,285.1,9.47,130.9,2.66,Good,Loamy,0,Low
Kogi,154.5,8.07,360.4,20.42,Good,Clay,1,Low
Lagos,444.0,10.09,203.2,19.24,Poor,Loamy,4,Medium
Lagos,173.9,6.28,128.1,15.79,Poor,Clay,0,Medium
Anambra,146.8,9.9,358.8,2.63,Poor,Sandy,1,Low
Delta,161.4,8.3,14.8,6.63,Fair,Loamy,5,High
Niger,408.6,1.54,13.2,11.53,Good,Loamy,0,Medium
Lagos,304.5,4.16,240.7,6.72,Good,Clay,4,Low
Bayelsa,342.3,6.69,319.1,10.91,Good,Sandy,0,Low
Niger,417.2,8.0,301.1,5.73,Poor,Sandy,4,Medium
Rivers,414.7,2.19,33.6,8.81,Fair,Clay,0,Low
Rivers,345.6,8.9,380.2,16.34,Fair,Loamy,3,Medium
Benue,129.1,7.21,281.8,22.32,Poor,Loamy,5,Medium
Niger,387.3,7.02,379.7,9.69,Fair,Clay,0,Low
Bayelsa,131.5,4.57,133.0,17.33,Fair,Clay,0,Low
Benue,347.2,7.75,278.2,3.46,Good,Clay,3,Low
Anambra,324.2,1.79,344.3,13.57,Poor,Loamy,1,Low
Niger,353.6,2.18,153.4,23.05,Poor,Clay,4,Medium
Delta,263.1,9.21,386.0,0.8,Poor,Sandy,2,Medium
Rivers,305.5,4.88,107.5,6.76,Poor,Clay,1,Medium
Rivers,431.3,5.14,127.6,3.4,Good,Sandy,4,Low
Jigawa,90.4,3.69,368.3,13.37,Fair,Sandy,0,Low
Benue,173.5,6.18,387.9,17.02,Fair,Clay,1,Low
Kogi,294.5,2.05,115.5,1.54,Good,Sandy,0,Low
Kogi,435.6,4.65,56.3,1.85,Fair,Loamy,1,Medium
Benue,88.2,7.03,304.1,21.75,Poor,Clay,1,Low
Delta,59.0,6.39,372.0,11.46,Good,Loamy,2,Low
Kwara,72.3,12.0,241.1,11.63,Good,Loamy,3,Low
Benue,71.0,5.58,254.5,23.62,Poor,Sandy,1,Low
Delta,413.1,5.56,305.7,8.07,Poor,Loamy,0,Low
Anambra,338.5,6.79,62.9,22.44,Poor,Loamy,2,Medium
Rivers,320.8,3.5,389.4,24.36,Fair,Clay,1,Low
Bayelsa,259.0,10.7,147.0,6.12,Poor,Clay,3,High
Kwara,362.8,7.51,252.0,12.9,Good,Loamy,0,Low
Niger,112.3,3.52,188.5,13.41,Fair,Sandy,2,Low
Kwara,206.8,9.83,188.3,21.67,Fair,Sandy,4,Low
Bayelsa,246.0,1.86,281.7,7.67,Good,Clay,5,Medium
Jigawa,94.2,11.82,397.9,19.97,Fair,Clay,3,Medium
Rivers,217.8,10.58,264.3,24.28,Poor,Clay,4,Medium
Kogi,176.6,7.59,318.0,21.02,Poor,Sandy,4,Low
Delta,64.2,2.67,13.0,22.74,Poor,Clay,2,High
Benue,104.7,3.76,324.6,17.74,Poor,Loamy,2,Low
Benue,355.6,4.43,121.4,22.61,Fair,Sandy,2,Low
Kogi,57.2,4.03,52.4,4.2,Good,Loamy,4,Low
Kwara,423.7,6.72,47.1,17.84,Fair,Clay,5,Medium
Rivers,84.6,11.42,272.6,18.32,Good,Sandy,0,Low
Lagos,369.7,6.16,399.1,11.04,Good,Clay,2,Low
Delta,409.4,8.45,267.1,2.09,Poor,Sandy,3,Low
Anambra,426.5,8.73,106.4,15.6,Fair,Clay,2,Medium
Bayelsa,397.0,10.65,82.9,1.39,Poor,Sandy,5,High
Kwara,165.0,1.86,211.3,9.62,Fair,Sandy,2,Low
Niger,183.2,5.75,27.9,9.9,Fair,Sandy,5,Low
Jigawa,220.6,9.74,160.9,24.97,Poor,Loamy,2,Low
Benue,105.7,10.06,267.2,7.57,Fair,Clay,4,Medium
Kwara,58.9,11.24,387.1,20.53,Poor,Clay,5,High
Jigawa,397.6,8.88,171.4,1.42,Good,Sandy,0,Low
Bayelsa,271.7,4.07,81.7,13.29,Poor,Loamy,2,Medium
Benue,293.5,6.81,327.3,13.46,Fair,Sandy,4,Low
Benue,420.8,1.84,298.2,15.76,Fair,Clay,3,Low
Lagos,316.0,8.29,344.2,20.27,Good,Clay,0,Low
Kwara,326.3,7.32,87.5,19.07,Good,Sandy,4,Low
Rivers,364.8,8.5,163.1,19.05,Good,Sandy,5,Low
Kogi,96.5,11.27,392.7,10.86,Poor,Sandy,1,Medium
Kogi,194.1,8.72,64.9,18.21,Poor,Clay,3,High
Anambra,437.3,4.86,269.2,12.33,Fair,Sandy,3,Low
Niger,419.2,3.59,96.4,1.77,Good,Sandy,1,Medium
Jigawa,403.6,10.47,201.1,22.27,Good,Clay,4,Medium
Kwara,230.8,3.54,320.6,22.27,Poor,Sandy,4,Low
Delta,392.9,3.2,196.5,8.14,Fair,Loamy,5,Low
Niger,69.4,3.67,322.6,22.86,Good,Clay,3,Low
Lagos,109.4,6.84,171.7,18.97,Poor,Sandy,4,Low
Benue,215.6,2.8,399.7,10.08,Poor,Sandy,1,Low
Rivers,243.4,11.35,175.5,8.35,Good,Clay,4,Medium
Kwara,155.4,11.65,61.5,24.38,Good,Clay,3,Medium
Niger,192.6,11.72,161.9,17.84,Fair,Loamy,4,Low
Niger,115.1,1.91,297.6,9.53,Good,Sandy,0,Low
Rivers,245.7,11.44,339.5,16.09,Poor,Sandy,1,Low
Anambra,367.5,11.97,185.1,14.33,Good,Sandy,1,Low
Jigawa,314.5,11.4,238.6,13.16,Good,Clay,2,Low
Jigawa,93.1,8.54,338.3,16.15,Fair,Clay,4,Medium
Niger,245.0,8.86,325.8,13.49,Poor,Clay,5,High
Bayelsa,329.1,2.78,263.8,16.4,Good,Sandy,1,Low
Niger,262.0,10.68,326.4,22.7,Poor,Sandy,4,Medium
Niger,206.7,2.13,231.2,24.83,Fair,Clay,0,Low
Rivers,298.8,4.84,3.8,17.76,Poor,Loamy,3,High
Benue,437.5,11.91,18.4,23.2,Good,Sandy,3,Medium
Rivers,88.0,5.93,392.0,21.47,Good,Loamy,2,Low
Kwara,206.0,2.88,59.7,7.45,Fair,Clay,2,Medium
Niger,212.6,11.68,163.0,23.33,Fair,Sandy,5,Low
Jigawa,280.8,11.83,373.7,1.86,Fair,Loamy,1,Medium
Delta,110.9,3.46,79.6,8.32,Poor,Sandy,5,Medium
Jigawa,120.7,10.58,337.8,16.03,Poor,Loamy,1,Medium
Kogi,164.1,5.6,327.7,13.22,Poor,Sandy,1,Low
Anambra,432.3,5.5,394.6,13.61,Poor,Loamy,0,Low
Lagos,343.6,4.26,114.1,19.89,Fair,Loamy,2,Medium
Kwara,314.7,1.97,127.5,4.95,Poor,Clay,2,Medium
Kwara,376.8,4.31,361.3,24.55,Poor,Clay,3,Low
Anambra,101.0,2.06,95.2,10.99,Poor,Loamy,2,Medium
Delta,393.7,11.21,220.1,23.75,Poor,Sandy,2,Low
Lagos,287.9,8.45,283.5,9.64,Fair,Loamy,0,Low
Benue,184.1,10.81,110.2,15.08,Fair,Sandy,5,Medium
Niger,376.3,9.03,375.5,11.31,Good,Sandy,1,Low
Lagos,371.0,2.88,266.9,16.93,Good,Sandy,5,Low
Delta,388.3,11.38,20.8,4.67,Poor,Sandy,0,Low
Bayelsa,96.2,10.95,56.0,10.08,Poor,Clay,4,High
Kogi,437.7,5.15,77.9,1.8,Fair,Loamy,3,Medium
Lagos,433.9,2.67,99.5,14.99,Good,Sandy,3,Low
Lagos,193.0,8.89,292.8,24.07,Poor,Clay,3,High
Kogi,76.4,9.15,37.4,1.24,Good,Sandy,5,Medium
Niger,116.8,10.92,141.5,16.52,Good,Sandy,1,Low
Lagos,447.1,2.05,364.7,19.4,Good,Clay,1,Low
Kogi,275.2,2.99,223.6,5.41,Fair,Clay,1,Low
Kogi,192.6,7.78,107.7,6.9,Poor,Sandy,3,High
Kogi,165.3,8.0,382.9,5.12,Poor,Loamy,3,High
Rivers,152.8,1.85,99.2,7.51,Fair,Clay,5,High
Delta,315.7,5.67,362.2,2.84,Fair,Loamy,5,Low
Rivers,217.8,7.63,290.9,9.32,Fair,Sandy,3,Low
Bayelsa,436.2,9.25,296.7,9.29,Good,Sandy,4,Low
Benue,323.5,4.82,306.4,20.2,Good,Sandy,4,Low
Rivers,366.8,6.58,203.6,20.04,Poor,Sandy,5,Low
Rivers,167.1,10.05,326.2,19.94,Poor,Sandy,3,Medium
Delta,81.7,11.52,334.8,14.22,Good,Sandy,1,Low
Benue,245.1,3.92,145.5,8.21,Good,Loamy,1,Low
Anambra,175.8,4.16,161.3,10.33,Fair,Clay,4,Low
Kogi,130.8,11.37,355.7,8.01,Good,Sandy,4,Low
Kwara,431.1,5.66,210.8,14.59,Poor,Clay,3,Medium
Benue,227.6,9.04,347.0,23.46,Poor,Loamy,3,Medium
Bayelsa,119.9,7.93,251.5,7.18,Fair,Sandy,1,Low
Niger,129.5,4.5,238.2,11.53,Fair,Sandy,5,Low
Bayelsa,162.3,8.36,14.3,16.41,Poor,Clay,2,High
Kogi,449.7,8.38,112.6,21.13,Good,Clay,5,High
Benue,157.2,7.72,201.8,6.41,Good,Clay,1,Low
Bayelsa,181.5,2.55,235.8,7.08,Poor,Sandy,5,Low
Bayelsa,313.7,11.95,252.9,22.14,Good,Clay,1,Low
Anambra,167.6,5.7,287.1,2.1,Good,Clay,3,Low
Anambra,136.3,8.2,263.2,15.18,Poor,Loamy,2,Low
Benue,113.5,10.8,339.7,21.53,Poor,Sandy,2,Low
Kogi,175.1,5.94,119.6,23.05,Fair,Sandy,3,Low
Rivers,92.4,9.63,257.3,0.42,Poor,Sandy,0,Low
Jigawa,57.5,11.7,22.4,9.3,Fair,Clay,3,Medium
Lagos,371.9,5.27,193.1,6.51,Fair,Loamy,4,Low
Kwara,105.2,5.76,108.7,14.24,Good,Clay,5,Medium
Lagos,360.4,11.01,153.6,15.86,Poor,Sandy,2,Low
Delta,369.0,3.18,143.2,24.99,Good,Clay,3,Low
Anambra,265.2,1.8,26.1,12.87,Poor,Sandy,1,Low
Benue,173.9,11.04,187.7,13.83,Poor,Clay,1,Medium
Lagos,108.0,10.13,397.9,10.42,Good,Clay,5,Low
Kogi,344.7,11.71,121.0,3.78,Fair,Sandy,1,Low
Kwara,290.6,2.11,295.0,7.65,Poor,Clay,3,Medium
Lagos,312.2,3.14,220.0,6.25,Fair,Sandy,0,Low
Kwara,53.5,2.61,131.4,20.05,Good,Clay,4,Medium
Niger,421.0,8.68,37.7,13.69,Good,Clay,1,Medium
Kogi,76.5,7.86,87.9,7.48,Poor,Clay,3,High
Jigawa,196.7,5.27,313.2,12.28,Good,Sandy,0,Low
Bayelsa,211.1,2.1,113.1,5.55,Poor,Clay,2,Low
Kwara,50.5,8.22,59.4,4.71,Poor,Clay,2,High
Kogi,248.8,7.49,133.9,21.51,Poor,Loamy,5,High
Kwara,351.1,2.69,234.4,23.63,Poor,Loamy,4,Medium
Kwara,379.3,11.04,282.0,2.09,Poor,Sandy,3,Low
Rivers,401.8,3.59,156.2,19.15,Good,Sandy,3,Low
Rivers,245.1,9.31,200.3,11.39,Poor,Sandy,1,Low
Kogi,302.3,10.79,183.1,9.79,Fair,Sandy,0,Low
Rivers,81.8,7.58,5.6,17.27,Poor,Clay,4,High
Delta,245.2,4.09,159.4,6.73,Poor,Clay,0,Low
Jigawa,111.9,4.75,235.8,0.61,Poor,Sandy,4,Low
Benue,197.9,10.8,228.8,5.43,Good,Sandy,3,Low
Kogi,181.7,4.63,300.4,4.7,Fair,Loamy,3,Low
Kogi,219.4,9.34,268.8,0.95,Fair,Sandy,4,Medium
Delta,278.7,11.9,112.2,8.1,Fair,Loamy,0,Low
Anambra,411.2,12.0,103.7,11.92,Good,Sandy,5,Medium
Anambra,207.8,7.1,186.7,18.42,Good,Sandy,2,Low
Rivers,442.5,10.18,293.7,8.21,Poor,Clay,2,High
Benue,353.6,11.9,39.3,4.94,Good,Sandy,1,Low
Rivers,254.6,5.43,379.4,5.84,Fair,Loamy,1,Low
Niger,307.6,4.15,218.2,22.29,Fair,Clay,5,Medium
Niger,90.9,2.7,124.0,5.2,Good,Loamy,0,Low
Bayelsa,387.8,2.98,278.0,21.99,Good,Sandy,5,Low
Niger,282.9,10.46,19.8,11.23,Fair,Clay,3,High
Anambra,444.4,7.68,194.8,23.37,Fair,Loamy,0,Low
Jigawa,304.6,10.67,195.4,10.26,Fair,Sandy,4,Medium
Niger,383.6,9.79,66.5,4.52,Fair,Loamy,2,Medium
Rivers,369.9,8.57,335.3,13.77,Fair,Sandy,1,Low
Kwara,188.2,7.9,319.1,14.73,Good,Loamy,0,Low
Kogi,153.8,2.01,62.8,15.92,Good,Sandy,0,Low
Jigawa,222.2,10.66,146.8,10.35,Poor,Loamy,4,High
Jigawa,236.9,5.89,42.0,1.31,Poor,Clay,3,High
Rivers,146.0,7.38,339.7,15.71,Poor,Sandy,3,Low
Kogi,407.8,1.73,130.7,23.33,Good,Sandy,2,Low
Anambra,267.0,11.33,176.8,23.94,Poor,Loamy,5,High
Jigawa,441.4,10.98,130.9,14.96,Poor,Sandy,5,High
Bayelsa,374.0,7.2,125.4,0.6,Good,Clay,1,Low
Rivers,272.3,7.56,299.4,2.74,Fair,Loamy,3,Medium
Jigawa,428.8,8.9,299.5,20.87,Good,Loamy,3,Low
Benue,251.9,4.28,208.1,20.76,Good,Loamy,3,Low
Kogi,404.8,3.83,263.7,23.66,Fair,Clay,5,Medium
Niger,193.3,8.58,205.6,14.14,Poor,Clay,0,Medium
Jigawa,201.5,2.6,13.4,21.61,Good,Sandy,3,Low
Rivers,217.3,6.27,28.3,20.64,Good,Loamy,5,Low
Niger,268.7,6.67,154.7,14.78,Fair,Clay,4,Low
Bayelsa,271.4,5.5,300.4,19.61,Good,Sandy,5,Low
Niger,248.6,3.45,365.5,3.23,Poor,Clay,2,Low
Benue,172.4,5.23,13.8,16.02,Fair,Clay,3,Medium
Anambra,420.9,5.04,148.5,23.84,Good,Clay,1,Low
Jigawa,285.4,6.74,91.1,4.13,Poor,Sandy,0,Low
Lagos,213.1,8.58,326.5,18.63,Poor,Clay,4,Medium
Lagos,310.5,11.67,338.7,8.09,Good,Clay,5,Medium
Niger,357.2,3.01,84.2,20.45,Poor,Clay,2,Medium
Delta,434.3,10.67,284.9,17.46,Fair,Loamy,0,Low
Kogi,249.8,4.48,293.2,23.16,Poor,Clay,4,Low
Lagos,94.8,7.71,72.5,17.83,Fair,Loamy,0,Low
Delta,226.3,7.24,174.6,10.32,Fair,Clay,2,Low
Lagos,241.6,7.35,248.9,0.37,Fair,Loamy,2,Low
Delta,408.8,9.1,12.4,19.84,Good,Clay,3,High
Kogi,207.9,5.51,163.0,10.27,Poor,Loamy,1,Low
Kwara,431.3,4.85,63.7,16.8,Good,Loamy,3,Low
Lagos,244.1,10.45,217.7,2.72,Good,Loamy,5,Low
Benue,439.5,3.81,337.5,22.29,Fair,Clay,0,Low
Jigawa,53.3,3.39,210.9,10.95,Good,Sandy,3,Low
Delta,409.5,1.66,16.3,23.0,Poor,Loamy,2,High
Jigawa,422.4,3.71,13.8,17.7,Good,Loamy,2,Medium
Rivers,434.4,6.94,243.0,3.12,Good,Loamy,2,Low
Rivers,55.2,7.15,132.5,14.52,Fair,Loamy,3,Low
Kogi,118.7,4.17,229.9,22.76,Fair,Loamy,5,Low
Delta,311.5,2.26,67.1,20.02,Good,Sandy,5,Low
Bayelsa,60.2,9.32,311.2,10.51,Fair,Clay,4,Medium
Rivers,75.4,9.46,344.6,23.88,Good,Sandy,3,Low
Kogi,138.4,11.98,355.9,6.79,Poor,Clay,3,Medium
Rivers,255.0,10.95,123.0,9.44,Poor,Sandy,3,Medium
Rivers,268.4,11.22,265.0,18.77,Fair,Clay,3,Medium
Bayelsa,63.7,9.88,113.1,5.9,Poor,Loamy,2,Medium
Lagos,118.1,7.96,305.6,12.93,Poor,Clay,1,Medium
Niger,249.9,2.85,50.0,18.25,Good,Clay,3,Low
Kwara,287.6,8.03,305.6,16.13,Fair,Loamy,3,Low
Rivers,109.4,2.09,177.0,3.97,Poor,Loamy,1,Low
Rivers,209.5,10.8,342.5,15.78,Fair,Clay,3,Medium
Benue,411.8,6.56,296.1,14.36,Fair,Clay,1,Low
Kwara,449.6,8.82,151.9,13.99,Fair,Loamy,2,Low
Bayelsa,444.9,2.05,361.6,20.67,Poor,Sandy,4,Low
Jigawa,402.7,7.11,114.8,4.68,Fair,Loamy,3,Medium
Delta,207.9,4.66,386.9,18.81,Fair,Clay,4,Low
Rivers,324.6,4.49,307.3,19.05,Good,Clay,3,Low
Niger,216.6,5.59,396.3,18.09,Good,Clay,0,Low
Delta,309.4,1.51,23.5,12.7,Good,Loamy,5,Medium
Kwara,173.8,6.4,111.1,9.95,Good,Loamy,0,Low
Delta,292.5,6.61,297.0,9.93,Fair,Sandy,2,Low
Lagos,259.5,10.56,369.1,18.37,Good,Clay,4,Medium
Rivers,59.8,6.21,13.5,12.5,Good,Clay,4,Medium
Delta,366.3,5.32,2.0,8.53,Poor,Loamy,1,Medium
Jigawa,54.8,11.94,104.0,15.67,Good,Clay,1,Medium
Jigawa,167.3,7.5,341.4,20.94,Good,Sandy,3,Low
Rivers,52.4,6.46,307.3,1.63,Poor,Loamy,1,Low
Anambra,200.5,6.71,137.4,24.31,Fair,Clay,1,Medium
Jigawa,75.3,10.0,2.8,2.51,Fair,Loamy,4,High
Delta,415.4,5.08,222.8,12.84,Poor,Loamy,0,Low
Kogi,216.3,5.59,96.7,14.05,Poor,Sandy,4,Medium
Jigawa,233.8,9.44,298.8,3.54,Fair,Loamy,1,Low
Kwara,189.9,2.27,179.6,22.9,Good,Clay,3,Low
Anambra,301.0,10.58,272.1,11.84,Poor,Sandy,0,Low
Delta,363.8,6.02,341.2,3.66,Poor,Loamy,1,Low
Bayelsa,309.3,7.6,215.2,17.82,Poor,Clay,1,Medium
Benue,349.3,9.45,135.7,16.62,Fair,Loamy,5,High
Bayelsa,412.4,4.29,308.3,24.08,Fair,Loamy,3,Medium
Lagos,395.4,10.85,107.5,11.09,Fair,Sandy,3,Medium
Benue,319.6,11.78,356.8,6.77,Fair,Sandy,1,Low
Lagos,135.9,6.69,30.4,1.59,Fair,Sandy,1,Low
Benue,305.1,11.34,334.5,18.35,Good,Sandy,4,Low
Benue,252.4,1.51,38.4,15.47,Good,Clay,2,Medium
Kogi,336.9,10.89,24.3,24.32,Fair,Loamy,3,Medium
Niger,383.2,4.77,146.6,17.83,Fair,Sandy,3,Low
Kwara,347.1,4.77,382.7,23.34,Fair,Clay,5,Low
Bayelsa,388.6,3.89,393.4,24.79,Poor,Sandy,4,Medium
Jigawa,75.5,4.83,82.4,10.77,Poor,Loamy,0,Low
Delta,62.6,3.74,61.2,3.84,Fair,Sandy,5,Medium
Anambra,153.4,11.01,142.5,4.98,Fair,Loamy,5,Medium
Kwara,410.3,10.94,136.2,8.03,Poor,Loamy,0,Medium
Lagos,379.5,2.57,304.3,12.77,Poor,Clay,0,Low
Kogi,323.1,3.0,178.7,3.15,Poor,Sandy,3,Low
Lagos,330.3,10.55,312.4,7.61,Poor,Sandy,2,Low
Niger,340.7,5.69,300.0,7.76,Poor,Loamy,2,Low
Anambra,427.0,3.28,232.2,0.2,Fair,Sandy,4,Low
Kogi,382.9,6.86,333.7,8.92,Fair,Loamy,0,Low
Lagos,299.4,5.88,79.9,2.99,Poor,Clay,0,Medium
Niger,316.3,3.8,66.4,10.8,Fair,Sandy,1,Low
Delta,135.5,9.07,300.8,4.99,Poor,Loamy,4,Medium
Delta,312.9,8.13,99.4,20.57,Poor,Sandy,5,High
Lagos,219.9,2.55,3.1,2.11,Poor,Sandy,5,High
Kwara,111.2,11.22,365.0,21.65,Fair,Clay,4,Medium
Anambra,372.6,7.36,249.9,14.56,Fair,Loamy,3,Low
Rivers,254.1,4.13,179.1,11.52,Fair,Clay,3,Low
Kwara,441.0,3.67,290.8,13.79,Fair,Clay,4,Low
Delta,162.7,2.93,134.7,9.47,Good,Clay,2,Low
Anambra,242.3,5.96,381.6,3.28,Poor,Loamy,4,Medium
Niger,229.2,2.92,29.3,19.17,Poor,Loamy,2,Medium
Kogi,98.3,5.87,257.1,23.2,Fair,Sandy,3,Low
Benue,220.4,3.06,311.4,23.76,Fair,Loamy,4,Low
Lagos,165.0,8.4,188.7,16.8,Good,Clay,2,Low
Bayelsa,114.1,9.75,302.5,10.32,Poor,Loamy,1,Medium
Anambra,162.9,7.27,370.9,12.01,Poor,Sandy,1,Low
Jigawa,143.3,8.64,298.1,16.46,Fair,Clay,4,Medium
Niger,343.6,11.35,125.1,20.59,Fair,Sandy,0,Low
Rivers,62.3,8.2,225.6,9.43,Good,Loamy,4,Low
Benue,297.0,5.32,364.8,22.93,Poor,Sandy,3,Low
Jigawa,354.3,6.22,180.7,8.17,Good,Sandy,3,Low
Rivers,242.3,10.54,273.3,13.32,Poor,Loamy,1,Low
Bayelsa,422.6,2.87,187.3,24.04,Fair,Sandy,2,Low
Delta,333.2,4.92,50.3,23.46,Good,Loamy,1,Low
Kwara,349.2,7.56,25.3,17.42,Fair,Clay,2,High
Lagos,128.8,8.6,381.0,8.18,Poor,Sandy,4,Low
Kogi,360.9,9.52,245.8,5.55,Poor,Clay,0,Medium
Rivers,382.8,4.84,43.3,2.1,Good,Loamy,3,Low
Benue,194.5,3.03,343.3,17.75,Fair,Loamy,4,Medium
Anambra,135.3,11.53,210.0,12.64,Poor,Sandy,1,Low
Delta,204.0,2.3,309.2,14.35,Poor,Sandy,5,Low
Anambra,345.8,2.51,52.4,11.86,Good,Loamy,5,Medium
Benue,217.1,6.7,363.0,12.13,Good,Loamy,4,Low
Anambra,344.7,10.1,237.0,14.32,Fair,Clay,0,Low
Rivers,95.4,9.63,295.8,22.87,Good,Clay,2,Low
Niger,372.4,11.35,14.5,0.83,Poor,Sandy,0,High
Anambra,151.3,2.99,127.5,20.06,Fair,Sandy,1,Low
Kwara,149.6,5.45,108.4,9.82,Fair,Sandy,0,Low
Bayelsa,286.2,4.46,379.9,18.65,Fair,Sandy,3,Low
Kogi,78.0,10.54,75.8,23.72,Poor,Sandy,5,High
Rivers,60.5,6.63,283.4,7.73,Good,Sandy,0,Low
Jigawa,154.4,1.78,19.0,2.33,Fair,Sandy,4,Low
Benue,265.2,8.93,80.7,5.88,Poor,Sandy,2,Medium
Delta,413.0,5.58,136.8,5.63,Good,Clay,3,Low
Rivers,388.6,7.08,318.2,18.57,Fair,Loamy,3,Low
Niger,246.2,10.88,316.4,1.64,Good,Loamy,3,Low
Delta,64.8,4.2,381.1,1.37,Good,Sandy,1,Low
Kwara,264.1,4.02,366.9,17.37,Good,Loamy,1,Low
Benue,331.9,4.26,34.4,13.96,Poor,Sandy,4,Medium
Delta,185.7,5.05,332.3,10.5,Fair,Clay,2,Low
Anambra,94.4,2.63,181.6,14.43,Fair,Sandy,0,Low
Rivers,161.4,8.82,346.6,18.41,Fair,Clay,4,Medium
Bayelsa,358.6,3.68,37.5,2.68,Poor,Clay,1,Medium
Benue,190.5,11.22,329.5,13.88,Good,Clay,4,Low
Lagos,374.8,3.76,65.5,20.63,Poor,Sandy,2,Medium
Kwara,177.8,4.18,134.9,9.12,Fair,Clay,4,Medium
Kogi,115.4,4.62,13.5,19.1,Good,Sandy,5,Low
Benue,224.3,9.57,51.2,21.15,Poor,Clay,5,High
Niger,230.9,5.99,179.4,20.54,Poor,Clay,3,Medium
Rivers,56.4,10.1,327.7,16.29,Poor,Loamy,0,Low
Anambra,96.8,9.74,309.9,17.96,Poor,Sandy,1,Low
Kogi,124.0,11.26,95.6,19.71,Good,Loamy,1,Low
Kogi,95.4,9.44,62.4,18.37,Poor,Clay,5,High
Kwara,186.6,2.05,156.9,11.35,Good,Loamy,2,Low
Delta,435.8,10.29,353.5,4.06,Poor,Clay,2,Medium
Niger,253.7,11.35,38.4,7.81,Fair,Loamy,2,Medium
Delta,301.0,11.93,218.1,5.26,Poor,Loamy,1,Low
Anambra,192.6,2.82,37.3,9.1,Poor,Sandy,3,Low
Kogi,179.4,7.94,189.1,12.28,Fair,Sandy,0,Low
Niger,59.3,3.59,52.5,23.98,Good,Loamy,2,Low
Niger,250.1,4.26,34.0,23.99,Poor,Loamy,1,Medium
Jigawa,243.4,9.33,78.0,19.26,Poor,Sandy,3,Medium
Rivers,113.1,11.77,103.6,24.51,Fair,Clay,2,Medium
Kogi,355.7,7.75,112.0,24.95,Good,Clay,2,Medium
Kogi,247.1,10.43,258.8,22.14,Fair,Clay,0,Low
Niger,185.6,1.59,23.9,2.08,Poor,Clay,5,High
Delta,108.8,1.88,34.2,10.71,Good,Loamy,0,Low
Kogi,270.9,7.77,77.1,13.4,Poor,Clay,4,High
Niger,351.1,5.58,349.1,3.19,Fair,Loamy,5,Low
Kogi,162.8,10.84,252.2,20.23,Poor,Loamy,5,Medium
Niger,137.5,4.67,292.7,3.8,Fair,Clay,5,Medium
Jigawa,258.8,6.04,149.4,9.64,Fair,Clay,2,Medium
Rivers,112.1,7.04,86.9,1.82,Good,Clay,4,Medium
Niger,316.6,4.37,17.1,13.16,Fair,Sandy,1,Medium
Kogi,292.1,11.04,196.4,14.97,Good,Loamy,0,Low
Anambra,84.8,6.38,230.6,18.41,Good,Clay,5,Low
Rivers,64.6,5.95,359.0,8.55,Good,Sandy,5,Low
Jigawa,298.1,10.42,353.1,14.8,Good,Loamy,3,Low
Niger,167.7,4.78,171.0,18.38,Good,Loamy,2,Low
Anambra,84.6,10.08,170.6,19.07,Fair,Loamy,2,Low
Niger,353.8,2.78,66.1,7.61,Fair,Clay,4,Medium
Delta,175.6,3.42,104.5,1.79,Good,Clay,0,Medium
Kogi,233.8,11.48,370.4,1.04,Fair,Loamy,5,Medium
Benue,144.7,10.35,58.1,19.22,Good,Loamy,5,Medium
Kwara,300.9,5.57,387.5,9.7,Fair,Sandy,4,Low
Bayelsa,170.6,8.2,202.9,3.44,Good,Sandy,2,Low
Delta,437.2,11.4,183.7,4.69,Poor,Loamy,0,Low
Anambra,331.2,3.72,71.5,19.18,Poor,Sandy,2,Medium
Delta,104.7,2.12,265.3,15.01,Good,Loamy,0,Low
Lagos,216.7,7.14,185.0,12.58,Fair,Sandy,2,Low
Niger,204.2,3.0,149.5,15.61,Good,Loamy,3,Low
Niger,263.7,3.47,107.3,3.52,Fair,Clay,5,High
Bayelsa,386.8,10.86,28.5,8.04,Good,Loamy,4,Medium
Bayelsa,283.4,1.58,208.7,9.41,Good,Clay,0,Low
Lagos,74.6,10.08,126.5,7.93,Fair,Loamy,4,Medium
Kogi,312.2,6.93,283.7,21.62,Fair,Clay,0,Low
Kwara,53.3,7.37,290.0,14.58,Good,Sandy,0,Low
Benue,362.0,8.55,134.2,18.26,Poor,Clay,5,High
